day,temp,temp_scaled
1,16.827255519027783,0.2417247861229477
2,15.781328525360694,0.11349694343027317
3,16.57574141999065,0.2108898325156707
4,16.514631912678965,0.20339797090579279
5,20.205968878058744,0.6559459772086408
6,18.094652318103897,0.39710423264754763
7,22.628987535436263,0.9530015624653998
8,18.8922659292658,0.4948895209906825
9,19.208636932775573,0.5336757570436809
10,5.570438701648278,-1.1383307481724287
11,19.273589848767905,0.5416388102440712
12,20.356181159828427,0.6743615998609818
13,24.304065492918507,1.1583616250037287
14,18.262606115054574,0.41769491745196297
15,24.951643432302287,1.2377529426055571
16,21.69099712653625,0.8380064554188066
17,23.49565576972594,1.0592527622968546
18,27.43276553422644,1.541931854243928
19,23.521629327918607,1.0624370508315844
20,22.00829345804402,0.8769061342012543
21,27.1303033020716,1.5048507962350446
22,25.8218357586664,1.3444361866684844
23,25.13518534718069,1.2602546888374089
24,11.257888632926312,-0.4410646487925429
25,25.134899390723024,1.2602196313430591
26,27.65078025440554,1.5686598738983388
27,23.35442150494164,1.0419378204345349
28,26.76256267882954,1.459766782652546
29,25.806539526299535,1.342560909627539
30,23.304207933623637,1.0357817713383854
31,24.560570779874247,1.1898084848560415
32,26.89875327352307,1.4764633840963581
33,25.11678186826228,1.2579984717074977
34,22.726655664186456,0.9649754129590739
35,23.15270821305661,1.0172083121443145
36,21.77469220258233,0.8482672471474539
37,20.84959235634055,0.7348524884911102
38,38.70217399785869,2.9235310905803784
39,20.120086006745076,0.6454169676511061
40,33.70817653204689,2.3112804025963616
41,21.95450885060397,0.8703122856593691
42,20.5287274479808,0.6955153117628371
43,21.681565380658867,0.8368501486842018
44,20.558467173200206,0.6991613222685868
45,17.419475971791133,0.3143294244161765
46,17.719739173612908,0.35114088720729386
47,16.155594705350445,0.15938097275879565
48,16.098451701387116,0.15237539381536808
49,14.693534386835545,-0.019863698872083724
50,14.775589844620672,-0.00980391994233584
51,13.352330368040205,-0.18429171247358708
52,11.96533177632644,-0.35433401782577356
53,7.947536797660736,-0.8469049005118222
54,11.033514342418318,-0.46857233470345566
55,13.690660401744095,-0.14281335824554972
56,10.14449348242448,-0.5775639064632725
57,-5.962963361484965,-2.552294891384456
58,13.407434860903557,-0.17753604952069982
59,10.024897369145714,-0.5922260690167003
60,10.328135234085568,-0.5550499205097745
61,-7.978034643372035,-2.7993372231273383
62,-8.8807851193124,-2.910012008958961
63,17.312316970151006,0.30119201837482534
64,11.15052404266517,-0.4542272594471362
65,8.96892942469862,-0.721684905330248
66,7.4056710438889155,-0.9133361878348418
67,8.182322806188225,-0.8181207659114236
68,6.485713769848495,-1.0261204809393218
69,-10.0435034951194,-3.052558161693898
70,4.11013396159944,-1.3173601905944399
71,8.616655702757438,-0.7648727183184789
72,5.182855403870666,-1.1858474204054381
73,3.520487027965012,-1.3896493223484667
74,5.363500728306529,-1.1637007883888806
75,3.6030166191274953,-1.3795314159389855
76,7.173534502648468,-0.9417955048556587
77,1.677355604966574,-1.6156122887898838
78,4.468718644113831,-1.2733986707753107
79,7.133039220794657,-0.9467601177423959
80,5.979590904415844,-1.0881697860675157
81,4.239657931079217,-1.301480899512036
82,5.947874847783967,-1.0920580895009755
83,5.580717673676501,-1.137070573785251
84,8.44973124486586,-0.7853372089164661
85,8.419166225039863,-0.789084398326317
86,7.595509251311329,-0.8900625330331103
87,9.038936960713787,-0.7131021692790624
88,10.19106539873217,-0.5718543144990558
89,6.248764240824837,-1.055169857346773
90,9.757838390693887,-0.6249667831257453
91,8.429211650586245,-0.7878528561110939
92,9.01039809792148,-0.716600957273748
93,8.297263264767833,-0.8040293741307262
94,10.794012987217304,-0.49793455815245957
95,13.177521597397158,-0.205722798657458
96,12.759066713658402,-0.2570242444858208
97,-1.0435595788727987,-1.9491891887895754
98,12.44612640825858,-0.29538988615677114
99,9.307079723134176,-0.6802285861637912
100,11.609882927853365,-0.39791109280640563
